id,Total Microseconds,Minute,Seconds,Value
0,1048,0,0.001048,505
1,1784,0,0.001784,513
2,2620,0,0.00262,509
3,3452,0,0.003452,511
4,4284,0,0.004284,509
5,5120,0,0.00512,513
6,5952,0,0.005952,511
8,1784,0,0.001784,509
9,2620,0,0.00262,509
10,3452,0,0.003452,510
11,4284,0,0.004284,531
12,5120,0,0.00512,510
13,5952,0,0.005952,513
14,6784,0,0.006784,510
15,7620,0,0.00762,512
16,8452,0,0.008452,515
17,9284,0,0.009284,507
18,10120,0,0.01012,507
19,10952,0,0.010952,504
20,11784,0,0.011784,508
21,12620,0,0.01262,517
22,13452,0,0.013452,508
23,14288,0,0.014288,503
24,15120,0,0.01512,512
25,15952,0,0.015952,510
26,16788,0,0.016788,512
27,17620,0,0.01762,512
28,18452,0,0.018452,510
29,19288,0,0.019288,515
30,20120,0,0.02012,512
31,20952,0,0.020952,513
32,21788,0,0.021788,514
33,22620,0,0.02262,510
34,23452,0,0.023452,507
35,24288,0,0.024288,511
36,25120,0,0.02512,509
37,25952,0,0.025952,510
38,26788,0,0.026788,514
39,27620,0,0.02762,511
40,28452,0,0.028452,513
41,29288,0,0.029288,531
42,30120,0,0.03012,505
43,30952,0,0.030952,510
44,31788,0,0.031788,519
45,32620,0,0.03262,513
46,33452,0,0.033452,514
47,34288,0,0.034288,512
48,35120,0,0.03512,507
49,35952,0,0.035952,509
50,36788,0,0.036788,514
51,37620,0,0.03762,514
52,38456,0,0.038456,510
53,39288,0,0.039288,508
54,40120,0,0.04012,510
55,40956,0,0.040956,512
56,41788,0,0.041788,510
57,42620,0,0.04262,512
58,43456,0,0.043456,508
59,44288,0,0.044288,511
60,45120,0,0.04512,506
61,45956,0,0.045956,507
62,46788,0,0.046788,510
63,47620,0,0.04762,525
64,48456,0,0.048456,510
65,49288,0,0.049288,511
66,50120,0,0.05012,515
67,50956,0,0.050956,508
68,51788,0,0.051788,507
69,52620,0,0.05262,507
70,53456,0,0.053456,512
71,54288,0,0.054288,515
72,55120,0,0.05512,510
73,55956,0,0.055956,516
74,56788,0,0.056788,512
75,57620,0,0.05762,510
76,58456,0,0.058456,514
77,59288,0,0.059288,506
78,60120,0,0.06012,509
79,60956,0,0.060956,506
80,61788,0,0.061788,506
81,62620,0,0.06262,511
82,63456,0,0.063456,515
83,64288,0,0.064288,507
84,65124,0,0.065124,509
85,65956,0,0.065956,510
86,66788,0,0.066788,510
87,67624,0,0.067624,509
88,68456,0,0.068456,510
89,69288,0,0.069288,515
90,70124,0,0.070124,511
91,70956,0,0.070956,507
92,71788,0,0.071788,514
93,72624,0,0.072624,511
94,73456,0,0.073456,515
95,74288,0,0.074288,513
96,75124,0,0.075124,509
97,75956,0,0.075956,512
98,76788,0,0.076788,506
99,77624,0,0.077624,510
100,78456,0,0.078456,512
101,79288,0,0.079288,506
102,80124,0,0.080124,507
103,80956,0,0.080956,509
104,81788,0,0.081788,510
105,82624,0,0.082624,511
106,83456,0,0.083456,510
107,84288,0,0.084288,510
108,85124,0,0.085124,518
109,85956,0,0.085956,510
110,86788,0,0.086788,510
111,87624,0,0.087624,521
112,88456,0,0.088456,510
113,89288,0,0.089288,512
114,90124,0,0.090124,508
115,90956,0,0.090956,507
116,91792,0,0.091792,510
117,92624,0,0.092624,511
118,93456,0,0.093456,509
119,94292,0,0.094292,517
120,95124,0,0.095124,509
121,95956,0,0.095956,512
122,96792,0,0.096792,514
123,97624,0,0.097624,510
124,98456,0,0.098456,513
125,99292,0,0.099292,507
126,100124,0,0.100124,512
127,100956,0,0.100956,523
128,101792,0,0.101792,512
129,102624,0,0.102624,510
130,103456,0,0.103456,521
131,104292,0,0.104292,509
132,105124,0,0.105124,507
133,105956,0,0.105956,519
134,106792,0,0.106792,511
135,107624,0,0.107624,507
136,108456,0,0.108456,512
137,109292,0,0.109292,506
138,110124,0,0.110124,508
139,110956,0,0.110956,508
140,111792,0,0.111792,508
141,112624,0,0.112624,513
142,113456,0,0.113456,517
143,114292,0,0.114292,514
144,115124,0,0.115124,519
145,115956,0,0.115956,518
146,116792,0,0.116792,511
147,117624,0,0.117624,517
148,118460,0,0.11846,508
149,119292,0,0.119292,514
150,120124,0,0.120124,510
151,120960,0,0.12096,511
